,State,Year,Month,Residential_MkWh,Industrial_MkWh,Commercial_MkWh,Value,Anomaly
8388,NM,2003,1,494586.0,502882.0,594777.0,54.7,-0.1
8389,NM,2003,2,408849.0,477539.0,555486.0,54.9,0.1
8390,NM,2003,3,406441.0,465839.0,588612.0,55.0,0.2
8391,NM,2003,4,363780.0,480677.0,601146.0,54.6,-0.2
8392,NM,2003,5,383251.0,494167.0,658216.0,54.7,-0.1
8393,NM,2003,6,453418.0,513611.0,720032.0,54.3,-0.6
8394,NM,2003,7,565677.0,514221.0,807889.0,54.5,-0.4
8395,NM,2003,8,584612.0,501183.0,824462.0,54.6,-0.3
8396,NM,2003,9,481748.0,472364.0,743086.0,54.6,-0.3
8397,NM,2003,10,416699.0,489101.0,694328.0,55.1,0.2
8398,NM,2003,11,384997.0,477715.0,645099.0,55.3,0.4
8399,NM,2003,12,473979.0,459919.0,630103.0,55.5,0.6
8400,NM,2004,1,525217.0,454125.0,631702.0,55.2,0.4
8401,NM,2004,2,464603.0,445165.0,603301.0,54.9,0.1
8402,NM,2004,3,441049.0,463965.0,628281.0,55.3,0.5
8403,NM,2004,4,382662.0,473571.0,640830.0,55.1,0.3
8404,NM,2004,5,411522.0,484610.0,697972.0,55.1,0.3
8405,NM,2004,6,481628.0,509743.0,783176.0,55.2,0.3
8406,NM,2004,7,545559.0,516846.0,794337.0,54.8,-0.1
8407,NM,2004,8,557018.0,518538.0,804029.0,54.5,-0.4
8408,NM,2004,9,485851.0,544821.0,734215.0,54.3,-0.6
8409,NM,2004,10,410351.0,507198.0,680026.0,53.9,-1.0
8410,NM,2004,11,415360.0,520123.0,611094.0,53.6,-1.3
8411,NM,2004,12,514002.0,533460.0,629789.0,53.5,-1.4
8412,NM,2005,1,532843.0,526129.0,633377.0,53.8,-1.0
8413,NM,2005,2,446340.0,497697.0,586665.0,54.2,-0.6
8414,NM,2005,3,437446.0,538593.0,611137.0,53.7,-1.1
8415,NM,2005,4,399946.0,519172.0,621491.0,53.7,-1.1
8416,NM,2005,5,411227.0,541868.0,693263.0,53.6,-1.2
8417,NM,2005,6,513242.0,543875.0,781822.0,53.6,-1.3
8418,NM,2005,7,611128.0,563522.0,835717.0,53.8,-1.1
8419,NM,2005,8,606351.0,564709.0,846626.0,53.9,-1.0
8420,NM,2005,9,538562.0,523677.0,768343.0,54.2,-0.7
8421,NM,2005,10,446628.0,519050.0,717685.0,54.3,-0.6
8422,NM,2005,11,399380.0,508905.0,646851.0,54.6,-0.3
8423,NM,2005,12,521741.0,516299.0,667645.0,54.7,-0.2
8424,NM,2006,1,535245.0,544127.0,649177.0,54.6,-0.2
8425,NM,2006,2,461156.0,517355.0,608838.0,54.6,-0.2
8426,NM,2006,3,448509.0,550974.0,651900.0,54.8,0.0
8427,NM,2006,4,410707.0,539899.0,643268.0,55.1,0.3
8428,NM,2006,5,446862.0,581579.0,729525.0,55.4,0.6
8429,NM,2006,6,557372.0,603922.0,825527.0,55.7,0.8
8430,NM,2006,7,628225.0,623883.0,843824.0,55.7,0.8
8431,NM,2006,8,614714.0,602762.0,834507.0,55.6,0.7
8432,NM,2006,9,497656.0,591620.0,740609.0,55.1,0.2
8433,NM,2006,10,437344.0,575098.0,710906.0,54.9,0.0
8434,NM,2006,11,430150.0,543961.0,674425.0,54.9,0.0
8435,NM,2006,12,541487.0,546653.0,691192.0,54.7,-0.2
8436,NM,2007,1,620309.0,556003.0,691690.0,54.1,-0.7
8437,NM,2007,2,523695.0,515047.0,623434.0,54.1,-0.7
8438,NM,2007,3,474003.0,557563.0,657522.0,54.2,-0.6
8439,NM,2007,4,431558.0,578990.0,677690.0,53.9,-0.9
8440,NM,2007,5,438730.0,576777.0,723147.0,53.4,-1.4
8441,NM,2007,6,521448.0,609551.0,791153.0,53.2,-1.7
8442,NM,2007,7,646672.0,623630.0,886779.0,53.1,-1.8
8443,NM,2007,8,670669.0,637253.0,891076.0,53.4,-1.5
8444,NM,2007,9,602181.0,583435.0,843566.0,53.9,-1.0
8445,NM,2007,10,470884.0,583654.0,729041.0,54.1,-0.8
8446,NM,2007,11,444125.0,567279.0,712798.0,54.2,-0.7
8447,NM,2007,12,543091.0,559237.0,703716.0,54.2,-0.7
8448,NM,2008,1,644343.0,555525.0,685317.0,54.4,-0.4
8449,NM,2008,2,557741.0,528029.0,659491.0,54.4,-0.4
8450,NM,2008,3,486500.0,548197.0,660026.0,54.2,-0.6
8451,NM,2008,4,425354.0,579069.0,662453.0,54.2,-0.6
8452,NM,2008,5,438406.0,580955.0,728064.0,54.2,-0.6
8453,NM,2008,6,558785.0,582150.0,818572.0,54.4,-0.5
8454,NM,2008,7,632818.0,597701.0,855654.0,54.3,-0.6
8455,NM,2008,8,645839.0,621476.0,865758.0,54.0,-0.9
8456,NM,2008,9,528933.0,572931.0,770177.0,53.8,-1.1
8457,NM,2008,10,451913.0,568151.0,739722.0,53.6,-1.3
8458,NM,2008,11,447810.0,549672.0,689144.0,53.5,-1.4
8459,NM,2008,12,560416.0,547229.0,693786.0,53.6,-1.3
8460,NM,2009,1,608945.0,511995.0,689161.0,54.1,-0.7
8461,NM,2009,2,503810.0,464638.0,625767.0,54.3,-0.5
8462,NM,2009,3,485399.0,478378.0,659331.0,54.5,-0.3
8463,NM,2009,4,428114.0,524452.0,661044.0,54.5,-0.3
8464,NM,2009,5,475418.0,561116.0,744122.0,54.8,0.0
8465,NM,2009,6,532372.0,537524.0,790135.0,54.5,-0.4
8466,NM,2009,7,665826.0,586030.0,846042.0,54.7,-0.2
8467,NM,2009,8,677839.0,571034.0,849263.0,54.8,-0.1
8468,NM,2009,9,540891.0,573602.0,759749.0,54.9,0.0
8469,NM,2009,10,453378.0,549172.0,737619.0,54.7,-0.2
8470,NM,2009,11,474203.0,536656.0,686611.0,54.7,-0.2
8471,NM,2009,12,657579.0,514596.0,685327.0,54.3,-0.6
8472,NM,2010,1,667348.0,501319.0,695393.0,53.9,-0.9
8473,NM,2010,2,544964.0,475522.0,659432.0,53.4,-1.4
8474,NM,2010,3,519439.0,524106.0,679617.0,53.0,-1.8
8475,NM,2010,4,457590.0,536446.0,700596.0,53.1,-1.7
8476,NM,2010,5,444660.0,554315.0,739305.0,52.8,-2.0
8477,NM,2010,6,592903.0,592562.0,831008.0,53.1,-1.8
8478,NM,2010,7,698149.0,594812.0,872432.0,53.0,-1.9
8479,NM,2010,8,682462.0,611303.0,866897.0,53.0,-1.9
8480,NM,2010,9,586373.0,583365.0,822443.0,53.4,-1.5
8481,NM,2010,10,485076.0,583539.0,765805.0,53.7,-1.2
8482,NM,2010,11,468805.0,550016.0,693261.0,53.4,-1.5
8483,NM,2010,12,604704.0,552837.0,689539.0,54.2,-0.7
8484,NM,2011,1,660989.0,535123.0,703172.0,54.2,-0.6
8485,NM,2011,2,578738.0,491299.0,660342.0,54.2,-0.6
8486,NM,2011,3,488004.0,526513.0,698794.0,54.7,-0.1
8487,NM,2011,4,417848.0,563664.0,716997.0,54.9,0.1
8488,NM,2011,5,461187.0,594749.0,763033.0,54.9,0.1
8489,NM,2011,6,589761.0,611793.0,835920.0,54.9,0.0
8490,NM,2011,7,759334.0,620771.0,903637.0,55.2,0.3
8491,NM,2011,8,742068.0,642587.0,921302.0,55.5,0.6
8492,NM,2011,9,595182.0,608202.0,832976.0,55.4,0.5
8493,NM,2011,10,457196.0,578308.0,765629.0,55.2,0.3
8494,NM,2011,11,470930.0,549178.0,697284.0,55.4,0.5
8495,NM,2011,12,652512.0,588096.0,758547.0,54.6,-0.3
8496,NM,2012,1,614339.0,568113.0,692655.0,55.0,0.2
8497,NM,2012,2,559035.0,549467.0,663660.0,55.3,0.5
8498,NM,2012,3,515736.0,564546.0,689210.0,55.2,0.4
8499,NM,2012,4,446219.0,575490.0,714248.0,55.3,0.5
8500,NM,2012,5,483353.0,594681.0,771182.0,55.6,0.8
8501,NM,2012,6,616848.0,639676.0,868598.0,55.7,0.8
8502,NM,2012,7,714952.0,629589.0,891786.0,55.5,0.6
8503,NM,2012,8,726647.0,673453.0,891139.0,55.3,0.4
8504,NM,2012,9,587666.0,615403.0,812523.0,55.3,0.4
8505,NM,2012,10,473122.0,626164.0,744554.0,55.4,0.5
8506,NM,2012,11,458058.0,604901.0,705420.0,55.6,0.7
8507,NM,2012,12,567844.0,607732.0,720558.0,56.0,1.1
8508,NM,2013,1,669101.0,580636.0,710287.0,55.5,0.7
8509,NM,2013,2,561520.0,531767.0,646561.0,55.3,0.5
8510,NM,2013,3,504014.0,577949.0,675817.0,55.2,0.4
8511,NM,2013,4,435704.0,591029.0,708633.0,54.8,0.0
8512,NM,2013,5,477246.0,629398.0,746925.0,54.7,-0.1
8513,NM,2013,6,617818.0,635983.0,879263.0,54.7,-0.2
8514,NM,2013,7,706786.0,645833.0,866408.0,54.6,-0.3
8515,NM,2013,8,697957.0,658528.0,861706.0,54.4,-0.5
8516,NM,2013,9,594372.0,612182.0,773984.0,54.4,-0.5
8517,NM,2013,10,468972.0,616067.0,708205.0,54.1,-0.8
8518,NM,2013,11,462860.0,597698.0,695873.0,53.8,-1.1
8519,NM,2013,12,607637.0,601404.0,708900.0,53.7,-1.2
8520,NM,2014,1,639310.0,606448.0,689502.0,54.0,-0.8
8521,NM,2014,2,546278.0,551934.0,642078.0,54.5,-0.3
8522,NM,2014,3,471041.0,593030.0,675052.0,54.5,-0.3
8523,NM,2014,4,431072.0,614644.0,685453.0,54.5,-0.3
8524,NM,2014,5,463988.0,648416.0,751092.0,54.3,-0.5
8525,NM,2014,6,597592.0,640612.0,843950.0,54.2,-0.7
8526,NM,2014,7,704253.0,678515.0,883368.0,54.3,-0.6
8527,NM,2014,8,670381.0,673901.0,862065.0,54.1,-0.8
8528,NM,2014,9,581060.0,640642.0,800134.0,54.2,-0.7
8529,NM,2014,10,473443.0,622199.0,731367.0,54.6,-0.3
8530,NM,2014,11,459386.0,625596.0,702456.0,54.6,-0.3
8531,NM,2014,12,574167.0,630961.0,709837.0,54.8,-0.1
8532,NM,2015,1,647196.0,604347.0,693396.0,54.7,-0.1
8533,NM,2015,2,517384.0,551115.0,633098.0,54.7,-0.1
8534,NM,2015,3,496538.0,591784.0,686142.0,54.8,0.0
8535,NM,2015,4,415587.0,619962.0,679175.0,54.9,0.1
8536,NM,2015,5,430093.0,623314.0,714638.0,54.7,-0.1
8537,NM,2015,6,566707.0,651931.0,806088.0,54.6,-0.3
8538,NM,2015,7,698148.0,663384.0,849691.0,54.5,-0.4
8539,NM,2015,8,694889.0,692945.0,865065.0,54.8,-0.1
8540,NM,2015,9,621242.0,663482.0,803637.0,55.0,0.1
8541,NM,2015,10,496675.0,648657.0,751670.0,55.0,0.1
8542,NM,2015,11,465634.0,632902.0,700117.0,55.1,0.2
8543,NM,2015,12,591632.0,630959.0,694329.0,54.9,0.0
8544,NM,2016,1,654038.0,603469.0,685155.0,54.8,0.0
8545,NM,2016,2,544183.0,584441.0,641514.0,54.9,0.1
8546,NM,2016,3,447998.0,616543.0,666329.0,54.9,0.1
8547,NM,2016,4,416071.0,611842.0,669086.0,54.9,0.1
8548,NM,2016,5,447861.0,624651.0,716370.0,55.0,0.2
8549,NM,2016,6,607487.0,642026.0,821358.0,55.1,0.2
8550,NM,2016,7,769100.0,653524.0,894611.0,55.5,0.6
8551,NM,2016,8,706853.0,697317.0,830070.0,55.2,0.3
8552,NM,2016,9,566728.0,658436.0,774974.0,54.9,0.0
8553,NM,2016,10,466458.0,648970.0,708805.0,55.1,0.2
8554,NM,2016,11,437182.0,631216.0,693493.0,55.4,0.5
8555,NM,2016,12,578551.0,618726.0,704112.0,55.5,0.6
8556,NM,2017,1,602133.0,609976.0,658277.0,55.8,1.0
8557,NM,2017,2,497319.0,551609.0,630342.0,56.0,1.2
8558,NM,2017,3,446974.0,606270.0,681130.0,56.2,1.4
8559,NM,2017,4,404755.0,606850.0,688589.0,56.3,1.5
8560,NM,2017,5,452090.0,636338.0,727726.0,56.4,1.6
8561,NM,2017,6,626956.0,674226.0,835514.0,56.4,1.5
8562,NM,2017,7,772217.0,703947.0,852032.0,56.2,1.3
8563,NM,2017,8,692504.0,719963.0,839428.0,56.2,1.3
8564,NM,2017,9,569898.0,673362.0,786216.0,56.3,1.4
8565,NM,2017,10,449208.0,673728.0,735635.0,56.0,1.1
8566,NM,2017,11,432903.0,628073.0,664082.0,56.3,1.4
8567,NM,2017,12,550250.0,643722.0,685340.0,56.4,1.5
8568,NM,2018,1,612947.0,618244.0,692419.0,56.4,1.6
8569,NM,2018,2,506018.0,583946.0,644214.0,56.1,1.3
8570,NM,2018,3,461444.0,634379.0,693718.0,55.8,1.0
8571,NM,2018,4,413578.0,672617.0,687221.0,55.9,1.1
8572,NM,2018,5,501051.0,685028.0,785629.0,56.3,1.5
8573,NM,2018,6,658887.0,705045.0,852534.0,56.5,1.6
8574,NM,2018,7,781015.0,739680.0,864083.0,56.5,1.6
8575,NM,2018,8,740275.0,751088.0,871226.0,56.7,1.8
8576,NM,2018,9,579582.0,722160.0,817292.0,56.7,1.8
8577,NM,2018,10,469892.0,703260.0,747750.0,56.5,1.6
8578,NM,2018,11,484208.0,681549.0,692906.0,55.8,0.9
8579,NM,2018,12,617545.0,689901.0,686280.0,55.5,0.6
8580,NM,2019,1,666546.0,695449.0,704721.0,55.4,0.6
8581,NM,2019,2,526275.0,628203.0,674387.0,55.1,0.3
8582,NM,2019,3,496350.0,672831.0,708206.0,55.0,0.2
8583,NM,2019,4,422216.0,716878.0,706195.0,54.9,0.1
8584,NM,2019,5,448677.0,714008.0,751706.0,54.3,-0.5
8585,NM,2019,6,572475.0,723572.0,808606.0,53.9,-1.0
8586,NM,2019,7,763285.0,804517.0,882963.0,53.9,-1.0
8587,NM,2019,8,788897.0,828749.0,909344.0,54.1,-0.8
8588,NM,2019,9,643196.0,809712.0,859403.0,54.3,-0.6
8589,NM,2019,10,484718.0,764735.0,775233.0,54.1,-0.8
8590,NM,2019,11,493953.0,765228.0,705979.0,54.3,-0.6
8591,NM,2019,12,614617.0,769120.0,705874.0,54.5,-0.4
8592,NM,2020,1,639000.0,772000.0,685000.0,54.6,-0.2
8593,NM,2020,2,529000.0,721000.0,671000.0,54.6,-0.2
8594,NM,2020,3,467000.0,747000.0,705000.0,54.8,0.0
8595,NM,2020,4,445000.0,704000.0,599000.0,54.8,0.0
8596,NM,2020,5,569000.0,720000.0,670000.0,55.4,0.6
8597,NM,2020,6,675000.0,707000.0,740000.0,55.7,0.8
8598,NM,2020,7,841000.0,795000.0,813000.0,55.8,0.9
8599,NM,2020,8,825000.0,830000.0,823000.0,55.8,0.9
8600,NM,2020,9,613000.0,795000.0,762000.0,55.5,0.6
8601,NM,2020,10,531000.0,803000.0,686000.0,55.9,1.0
8602,NM,2020,11,511000.0,735000.0,613000.0,56.2,1.3
8603,NM,2020,12,636000.0,760000.0,639000.0,56.0,1.1
8604,NM,2021,1,665037.65,735027.73,653044.74,55.8,1.0
8605,NM,2021,2,560579.65,694462.12,595878.51,55.7,0.9
8606,NM,2021,3,536723.54,723739.63,642345.04,55.5,0.7
8607,NM,2021,4,454143.2,757252.92,655465.96,55.4,0.6
8608,NM,2021,5,487187.68,804454.29,722932.04,55.2,0.4
8609,NM,2021,6,681350.21,828623.28,802069.63,55.3,0.4
8610,NM,2021,7,768870.14,863842.5,850247.66,55.0,0.1
8611,NM,2021,8,767697.45,862475.58,847688.92,54.7,-0.2
8612,NM,2021,9,618832.99,855056.79,837072.95,54.9,0.0
8613,NM,2021,10,496791.34,863640.56,717453.11,54.8,-0.1
8614,NM,2021,11,468784.6,812491.16,656205.33,54.9,0.0
8615,NM,2021,12,582359.56,848492.45,675422.09,55.4,0.5
8616,NM,2022,1,624304.32,851654.09,719121.29,55.5,0.7
8617,NM,2022,2,576051.33,787782.28,616411.45,55.3,0.5
8618,NM,2022,3,530740.12,807333.43,688353.03,55.3,0.5
8619,NM,2022,4,431158.05,889781.9,690422.26,55.4,0.6
8620,NM,2022,5,530326.23,870521.14,780908.17,55.6,0.8
8621,NM,2022,6,710191.31,933805.88,811289.67,55.6,0.7
8622,NM,2022,7,819068.67,949135.97,909473.08,55.8,0.9
8623,NM,2022,8,777406.14,960489.14,882260.48,55.8,0.9
8624,NM,2022,9,610833.49,919988.91,854365.3,55.8,0.9
8625,NM,2022,10,499655.66,954549.24,748474.5,55.6,0.7
8626,NM,2022,11,536005.85,922069.43,662661.06,55.0,0.1
8627,NM,2022,12,636894.85,942408.58,720281.7,54.6,-0.3
8628,NM,2023,1,647199.57,945166.35,725592.03,54.6,-0.2
8629,NM,2023,2,578903.43,861684.56,659561.05,54.7,-0.1
8630,NM,2023,3,531901.47,931262.01,735127.1,54.7,-0.1
8631,NM,2023,4,457661.02,948810.06,709226.15,54.4,-0.4
8632,NM,2023,5,506962.54,964489.27,760494.89,54.2,-0.6
8633,NM,2023,6,620705.59,949663.29,798627.7,54.0,-0.9
8634,NM,2023,7,884201.91,1014923.6,962469.67,54.2,-0.7
8635,NM,2023,8,845397.36,1028859.7,957612.9,54.4,-0.5
8636,NM,2023,9,649381.44,1025819.4,854875.42,54.5,-0.4
8637,NM,2023,10,510059.5,1013791.7,765041.07,54.8,-0.1
8638,NM,2023,11,502598.21,967340.83,697686.34,55.2,0.3
8639,NM,2023,12,601304.98,1009995.2,723092.7,55.3,0.4
8640,NV,2000,1,696191.0,803938.0,481007.0,50.6,-0.7
8641,NV,2000,2,539732.0,819016.0,451854.0,50.8,-0.5
8642,NV,2000,3,582887.0,885689.0,462860.0,50.8,-0.5
8643,NV,2000,4,530364.0,918210.0,494192.0,51.6,0.3
8644,NV,2000,5,781339.0,1015016.0,619723.0,52.0,0.7
8645,NV,2000,6,1069105.0,958491.0,607237.0,52.3,1.0
8646,NV,2000,7,1245450.0,1048818.0,677050.0,52.4,1.0
8647,NV,2000,8,1258351.0,1047970.0,666192.0,52.6,1.2
8648,NV,2000,9,798882.0,944409.0,575136.0,52.6,1.2
8649,NV,2000,10,644996.0,971184.0,541446.0,52.2,0.8
8650,NV,2000,11,555185.0,975011.0,491938.0,51.3,-0.1
8651,NV,2000,12,703821.0,851097.0,479656.0,51.5,0.1
8652,NV,2001,1,756177.0,835018.0,507012.0,51.0,-0.3
8653,NV,2001,2,603205.0,781428.0,450974.0,50.5,-0.8
8654,NV,2001,3,572954.0,859028.0,481153.0,50.8,-0.5
8655,NV,2001,4,569060.0,996916.0,520594.0,50.3,-1.0
8656,NV,2001,5,781660.0,1021877.0,602519.0,50.5,-0.8
8657,NV,2001,6,1069104.0,925074.0,591378.0,50.5,-0.8
8658,NV,2001,7,1179507.0,1027169.0,656119.0,50.4,-1.0
8659,NV,2001,8,1231090.0,1028379.0,670868.0,50.6,-0.8
8660,NV,2001,9,977339.0,998127.0,650683.0,50.9,-0.5
8661,NV,2001,10,675957.0,906577.0,540656.0,51.2,-0.2
8662,NV,2001,11,473215.0,964009.0,495631.0,51.9,0.5
8663,NV,2001,12,717600.0,895332.0,525524.0,51.6,0.2
8664,NV,2002,1,757247.0,799574.0,536276.0,51.7,0.4
8665,NV,2002,2,633981.0,927844.0,508502.0,51.9,0.6
8666,NV,2002,3,687062.0,871868.0,562726.0,51.5,0.2
8667,NV,2002,4,582140.0,945873.0,571980.0,51.8,0.5
8668,NV,2002,5,565704.0,975940.0,646613.0,51.3,0.0
8669,NV,2002,6,1069331.0,1107394.0,668537.0,51.3,0.0
8670,NV,2002,7,1378486.0,1104676.0,798464.0,51.7,0.3
8671,NV,2002,8,1328471.0,1027684.0,785462.0,51.3,-0.1
8672,NV,2002,9,928241.0,889034.0,689056.0,51.1,-0.3
8673,NV,2002,10,554584.0,945983.0,627498.0,50.7,-0.7
8674,NV,2002,11,524620.0,856834.0,550648.0,50.6,-0.8
8675,NV,2002,12,692216.0,919883.0,592120.0,50.8,-0.6
8676,NV,2003,1,748551.0,846410.0,561015.0,51.6,0.3
8677,NV,2003,2,567846.0,852824.0,541194.0,51.5,0.2
8678,NV,2003,3,610254.0,893376.0,640639.0,51.9,0.6
8679,NV,2003,4,525443.0,912067.0,569310.0,51.5,0.2
8680,NV,2003,5,691543.0,1009283.0,694187.0,51.6,0.3
8681,NV,2003,6,1238523.0,1015232.0,778795.0,51.6,0.3
8682,NV,2003,7,1481163.0,1121532.0,873764.0,51.7,0.3
8683,NV,2003,8,1375247.0,1064564.0,818044.0,51.8,0.4
8684,NV,2003,9,1005384.0,1034362.0,739769.0,52.0,0.6
8685,NV,2003,10,776452.0,1018326.0,716301.0,52.6,1.2
8686,NV,2003,11,546537.0,932680.0,618876.0,52.3,0.9
8687,NV,2003,12,772993.0,923128.0,616046.0,52.2,0.8
8688,NV,2004,1,812352.0,955324.0,581675.0,51.4,0.1
8689,NV,2004,2,698140.0,895185.0,578882.0,51.2,-0.1
8690,NV,2004,3,658545.0,976940.0,619017.0,51.7,0.4
8691,NV,2004,4,537441.0,945364.0,605027.0,52.1,0.8
8692,NV,2004,5,827487.0,1120756.0,764622.0,52.1,0.8
8693,NV,2004,6,1124275.0,1076562.0,767501.0,52.0,0.7
8694,NV,2004,7,1439396.0,1180600.0,835658.0,51.8,0.4
8695,NV,2004,8,1467621.0,1030742.0,850221.0,51.6,0.2
8696,NV,2004,9,1005413.0,1076998.0,732007.0,51.3,-0.1
8697,NV,2004,10,702689.0,1077148.0,704835.0,50.7,-0.7
8698,NV,2004,11,583970.0,1023836.0,609770.0,50.8,-0.6
8699,NV,2004,12,815261.0,1004931.0,626115.0,50.8,-0.6
8700,NV,2005,1,853618.0,949868.0,622925.0,51.0,-0.3
8701,NV,2005,2,656912.0,893499.0,582175.0,51.3,0.0
8702,NV,2005,3,662931.0,1028263.0,630930.0,50.7,-0.6
8703,NV,2005,4,595178.0,983321.0,613904.0,50.4,-0.9
8704,NV,2005,5,742858.0,1173618.0,730817.0,50.4,-0.9
8705,NV,2005,6,1185855.0,1116194.0,751238.0,49.9,-1.4
8706,NV,2005,7,1674898.0,1306694.0,949792.0,50.1,-1.3
8707,NV,2005,8,1500200.0,1083872.0,830365.0,50.2,-1.2
8708,NV,2005,9,1081053.0,1135875.0,768200.0,50.1,-1.3
8709,NV,2005,10,713703.0,1121789.0,748455.0,50.3,-1.1
8710,NV,2005,11,551320.0,1063417.0,616179.0,50.6,-0.8
8711,NV,2005,12,861290.0,1040522.0,670923.0,50.7,-0.7
8712,NV,2006,1,855520.0,1003415.0,619604.0,50.8,-0.5
8713,NV,2006,2,671661.0,961112.0,613233.0,50.8,-0.5
8714,NV,2006,3,738037.0,1055842.0,660527.0,50.3,-1.0
8715,NV,2006,4,641543.0,1065219.0,641210.0,50.5,-0.8
8716,NV,2006,5,938864.0,1247099.0,803171.0,50.7,-0.6
8717,NV,2006,6,1359214.0,1262061.0,855872.0,51.3,0.0
8718,NV,2006,7,1804401.0,1202350.0,941358.0,51.3,-0.1
8719,NV,2006,8,1633750.0,1270009.0,915389.0,51.2,-0.2
8720,NV,2006,9,1169008.0,1168757.0,811701.0,51.4,0.0
8721,NV,2006,10,686108.0,1162872.0,728995.0,51.2,-0.2
8722,NV,2006,11,580588.0,1129366.0,681940.0,51.0,-0.4
8723,NV,2006,12,899427.0,1096480.0,702373.0,50.8,-0.6
8724,NV,2007,1,980170.0,1041442.0,662205.0,50.2,-1.1
8725,NV,2007,2,715169.0,942167.0,617522.0,50.4,-0.9
8726,NV,2007,3,714556.0,1134856.0,697973.0,51.2,-0.1
8727,NV,2007,4,671737.0,1092979.0,677981.0,51.3,0.0
8728,NV,2007,5,964799.0,1221892.0,851731.0,51.3,0.0
8729,NV,2007,6,1365646.0,1233499.0,876354.0,51.2,-0.1
8730,NV,2007,7,1900242.0,1312417.0,983656.0,51.3,-0.1
8731,NV,2007,8,1633481.0,1255330.0,963002.0,51.5,0.1
8732,NV,2007,9,1317728.0,1189938.0,823575.0,51.5,0.1
8733,NV,2007,10,635877.0,1163027.0,752350.0,51.5,0.1
8734,NV,2007,11,597632.0,1144345.0,713617.0,51.7,0.3
8735,NV,2007,12,893144.0,1160801.0,732071.0,51.5,0.1
8736,NV,2008,1,989240.0,1033412.0,680921.0,51.5,0.2
8737,NV,2008,2,790455.0,1008878.0,672945.0,51.4,0.1
8738,NV,2008,3,694695.0,1106716.0,686426.0,50.9,-0.4
8739,NV,2008,4,630053.0,1112123.0,691236.0,50.6,-0.7
8740,NV,2008,5,805932.0,1200848.0,807721.0,50.2,-1.1
8741,NV,2008,6,1190302.0,1260767.0,864356.0,50.0,-1.3
8742,NV,2008,7,1835248.0,1267653.0,949609.0,49.8,-1.6
8743,NV,2008,8,1686880.0,1315051.0,951612.0,49.8,-1.6
8744,NV,2008,9,1249203.0,1165691.0,821268.0,50.0,-1.4
8745,NV,2008,10,801990.0,1143667.0,789395.0,50.2,-1.2
8746,NV,2008,11,574798.0,1122108.0,687727.0,50.4,-1.0
8747,NV,2008,12,811719.0,1082865.0,700718.0,50.4,-1.0
8748,NV,2009,1,948592.0,965140.0,639775.0,51.0,-0.3
8749,NV,2009,2,686217.0,987888.0,619214.0,51.0,-0.3
8750,NV,2009,3,716386.0,1046420.0,681146.0,51.0,-0.3
8751,NV,2009,4,645793.0,1072134.0,681884.0,51.1,-0.2
8752,NV,2009,5,974600.0,1288717.0,822296.0,51.6,0.3
8753,NV,2009,6,1182662.0,1077790.0,784066.0,51.4,0.1
8754,NV,2009,7,1647886.0,1336877.0,936536.0,51.4,0.0
8755,NV,2009,8,1617225.0,1205794.0,869107.0,51.1,-0.3
8756,NV,2009,9,1255659.0,1156899.0,832468.0,51.4,0.0
8757,NV,2009,10,733298.0,1100856.0,727287.0,51.0,-0.4
8758,NV,2009,11,576455.0,1140715.0,668149.0,50.7,-0.7
8759,NV,2009,12,895378.0,1065811.0,688194.0,50.4,-1.0
8760,NV,2010,1,900756.0,1027447.0,638342.0,50.2,-1.1
8761,NV,2010,2,703794.0,921305.0,613833.0,50.3,-1.0
8762,NV,2010,3,688492.0,1019710.0,672619.0,50.3,-1.0
8763,NV,2010,4,626813.0,1004337.0,657939.0,50.1,-1.2
8764,NV,2010,5,715033.0,1095750.0,743164.0,49.2,-2.1
8765,NV,2010,6,1171721.0,1227014.0,843906.0,49.4,-1.9
8766,NV,2010,7,1759223.0,1276389.0,944742.0,49.4,-2.0
8767,NV,2010,8,1670566.0,1188147.0,906886.0,49.3,-2.1
8768,NV,2010,9,1139029.0,1167100.0,808383.0,49.1,-2.3
8769,NV,2010,10,796682.0,1113443.0,764275.0,49.5,-1.9
8770,NV,2010,11,594125.0,1110202.0,698261.0,49.3,-2.1
8771,NV,2010,12,848435.0,1028864.0,677376.0,50.1,-1.3
8772,NV,2011,1,905513.0,1028685.0,665044.0,50.1,-1.2
8773,NV,2011,2,699160.0,963527.0,622780.0,49.8,-1.5
8774,NV,2011,3,722768.0,1052169.0,682789.0,49.9,-1.4
8775,NV,2011,4,640732.0,1071415.0,666437.0,49.9,-1.4
8776,NV,2011,5,742042.0,1116399.0,749358.0,50.0,-1.3
8777,NV,2011,6,1017843.0,1246636.0,801822.0,49.8,-1.5
8778,NV,2011,7,1662839.0,1202425.0,910127.0,49.6,-1.8
8779,NV,2011,8,1600821.0,1284179.0,929780.0,49.8,-1.6
8780,NV,2011,9,1268352.0,1092646.0,798248.0,50.0,-1.4
8781,NV,2011,10,769452.0,1128360.0,771708.0,49.9,-1.5
8782,NV,2011,11,599103.0,1126105.0,685392.0,50.0,-1.4
8783,NV,2011,12,864655.0,1107414.0,711677.0,49.6,-1.8
8784,NV,2012,1,904275.0,1015819.0,658781.0,49.7,-1.6
8785,NV,2012,2,704638.0,1028524.0,622318.0,49.9,-1.4
8786,NV,2012,3,728122.0,1042005.0,753690.0,50.0,-1.3
